"Item","Location","Sublocation","Quantity"
"FIREFLY SOCKET 4""","Default Location","","2.0000"
"FISH CRACKER 80G","Default Location","","46.0000"
"fish tikoy big T010","Default Location","","-1.0000"
"FISHBALL PRITO","Default Location","","2.0000"
"FISHBALL SINGAPORE","Default Location","","1.0000"
"FLAME GUN MULTIPURPOSE TORCH","Default Location","","1.0000"
"FLASH-ON COUPLING 1/2","Default Location","","1.0000"
"FLASH-ON MALE ADAPTOR MALE","Default Location","","2.0000"
"FLASH-ON TIE 1/2","Default Location","","1.0000"
"FLAT BAR 1 X 1/8","Default Location","","9.0000"
"FLAT BAR 1/4 X 1","Default Location","","4.0000"
"FLAT BAR 1/8 X 3/4 X 6mtrs","Default Location","","5.0000"
"FLAT BAR 1X1/8","Default Location","","10.0000"
"FLAT FUSE 20A","Default Location","","2.0000"
"FLAT MOULDING 1""","Default Location","","50.0000"
"FLAT MOULDING 1/2""","Default Location","","10.0000"
"FLAT MOULDING 1-1/2""","Default Location","","79.0000"
"FLAT MOULDING 3/4""","Default Location","","80.0000"
"FLAT WASHER 1/2","Default Location","","4.0000"
"FLAT WASHER 1/4""","Default Location","","100.0000"
"FLAT WASHER 3/16""","Default Location","","5.0000"
"FLAT WASHER 3/8""","Default Location","","626.0000"
"FLAT WASHER 7 X 1","Default Location","","200.0000"
"FLATCORD # 12 / METER","Default Location","","33.0000"
"FLATCORD # 14","Default Location","","53.0000"
"FLATCORD # 18","Default Location","","228.0000"
"FLATCORD #16","Default Location","","7556.7500"
"FLATWIRE # 18","Default Location","","20.0000"
"FLATWIRE TELEPHONE","Default Location","","60.0000"
"FLEX BALLPEN BLACK","Default Location","","6.0000"
"FLEX BALLPEN BLUE","Default Location","","6.0000"
"FLEX BALLPEN RED","Default Location","","6.0000"
"FLEX CABLE FOR HP PAVILLION DV291N","Default Location","","1.0000"
"FLEX CABLE FOR NEO","Default Location","","1.0000"
"FLEX PERMANENT MARKER INK","Default Location","","1.0000"
"FLEXBOARD SCREW 7 X 1","Default Location","","100.0000"
"FLEXIBOND 4L","Default Location","","1.0000"
"FLEXICOAT B.RED 1 GAL","Default Location","","1.0000"
"FLEXICOAT IVORY 1 QRT","Default Location","","1.0000"
"FLEXICOAT S. YELLOW 1 GAL","Default Location","","1.0000"
"FLOOR MAT WOVEN","Default Location","","80.0000"
"FLOOR MOUNTED DATA CABINET","Default Location","","1.0000"
"FLOOR MOUNTED DATA CABINET 6.5FT H 42RU ","Default Location","","1.0000"
"FLOOR MOUNTED DATA CABINET 800MMW X 1000MMD X 6.5FT.H","Default Location","","1.0000"
"FLOOR MOUNTED DATA CABINET 800MMW X 1000MMD X 6.5FT.H GREY COLOR","Default Location","","1.0000"
"FLOOR RUG","Default Location","","4.0000"
"FLOORWAX","Default Location","","210.0000"
"FLOORWAX 3KG","Default Location","","1.0000"
"FLOORWAX RED 3KLS","Default Location","","13.0000"
"FLOORWAX RED SHINE","Default Location","","995.0000"
"FLORESCENT TUBE 40W","Default Location","","3.0000"
"FLOWER POT BLK","Default Location","","16.0000"
"FLUKE NETWORK INTELLITONE PRO 200 LAN TONER & PROBE KIT","Default Location","","1.0000"
"FM KIT HANDS FREE CAR KIT","Default Location","","1.0000"
"FOCUS CFL 3U 20W","Default Location","","30.0000"
"FOCUS CFL 3U 23W","Default Location","","20.0000"
"FOCUS CFL 3U 25W","Default Location","","85.0000"
"FOCUS LED BULB NARROW 18W","Default Location","","200.0000"
"FOCUS LED BULB NARROW 21W","Default Location","","100.0000"
"FOCUS LIGHTBULB 18W","Default Location","","30.0000"
"FOCUS LIGHTBULB 30AMP","Default Location","","10.0000"
"FOCUS LIGHTBULB WIDE 15W","Default Location","","30.0000"
"FOLDER COLORED ASSTD","Default Location","","5.0000"
"FOLDER EXPANDABLE BLUE VECO","Default Location","","10.0000"
"FOLDER EXPANDABLE GREEN","Default Location","","10.0000"
"FOLDER EXPANDABLE GREEN VECO","Default Location","","10.0000"
"FOLDER EXPANDABLE RED VECO","Default Location","","10.0000"
"FOLDER EXPANDABLE VIOLET VECO","Default Location","","10.0000"
"FOLDER EXPANDABLE YELLOW VECO","Default Location","","10.0000"
"FOLDER LONG BLUE","Default Location","","20.0000"
"FOLDER LONG GREEN","Default Location","","20.0000"
"FOLDER LONG ORANGE","Default Location","","20.0000"
"FOLDER LONG PINK","Default Location","","40.0000"
"FOLDER LONG RED","Default Location","","20.0000"
"FOLDER LONG VIOLET ","Default Location","","120.0000"
"FOLDER LONG WHITE 100'S","Default Location","","1008.0000"
"FOLDER LONG YELLOW","Default Location","","20.0000"
"FOLDER ORDINARY CREAM A4 / SHORT","Default Location","","112.0000"
"FOLDER ORDINARY CREAM LEGAL","Default Location","","112.0000"
"FOLDER PLASTIC THICK BLUE","Default Location","","-24.0000"
"FOLDER WHITE ORDINARY 14PTS LEGAL (100PCS/RM) ","Default Location","","-12.0000"
"FORK","Default Location","","30.0000"
"FORM 1 SCHOOL REGISTER LINES AND PRINTS","Default Location","","-4.0000"
"FORM 1 SCHOOL REGISTER LUCKY BRIGHT","Default Location","","65.0000"
"FORM 137/138 VELLUM W/ PRINT ","Default Location","","1225.0000"
"FORM 2","Default Location","","6.0000"
"FORM 48 ","Default Location","","10.0000"
"FORTRESS ARMOR D206BB (BLACK) MICRO ATX CASING","Default Location","","2.0000"
"FORTRESS GRID F116BS (BLK SILVER) PSU","Default Location","","2.0000"
"FORTRESS MAGNUS D205BL (BLUE) MICRO ATX","Default Location","","-1.0000"
"FORTRESS MAGNUS D205BL (YELLOW) MICRO ATX","Default Location","","1.0000"
"FORTRESS YD-3CM12F 700W POWER SUPPLY","Default Location","","1.0000"
"FREECOM SSYAAA 1TB","Default Location","","1.0000"
"FREIGHT CHARGE","Default Location","","3.0000"
"FRENCH FRIES 1000G","Default Location","","3225.0000"
"FRENCH PRESS","Default Location","","14.0000"
"FRIED GYOZA 35'S","Default Location","","3.0000"
"FRIED SIOPAO","Default Location","","29.0000"
"FRIED TARO","Default Location","","2.0000"
"FRONTIER FC-F37AS CASING","Default Location","","-1.0000"
"FRONTIER THOR MID TOWER BLACK CASING","Default Location","","1.0000"
"FROZEN DUCK WHOLE","Default Location","","0.7600"
"FRUIT SLICE 1KL","Default Location","","-200.0000"
"FRUITY HARD CANDY ","Default Location","","300.0000"
"FRUITY SHAKE","Default Location","","32.0000"
"FS 10 KM","Default Location","","1.0000"
"FUJI WELDING ROD #12","Default Location","","10.0000"
"FULL THREADED","Default Location","","10.0000"
"FUSE 15A","Default Location","","3.0000"
"FUSE 2.5A","Default Location","","2.0000"
"FUSE 30A","Default Location","","-2.0000"
"FUSE 35AMP","Default Location","","1.0000"
"FUSE 3A","Default Location","","3.0000"
"FUSE 40A","Default Location","","4.0000"
"FUSE 5A","Default Location","","-3.0000"
"FUSE 6A","Default Location","","2.0000"
"FXO MODULE","Default Location","","7.0000"
"FXS S2 MODULE","Default Location","","9.0000"
"G.I WIRE #16","Default Location","","4.0000"
"G.I. COUPLING WITH EAR 1/2""","Default Location","","1.0000"
"G.I. ELBOW 1/S X 90","Default Location","","2.0000"
"G.I. ELBOW 2 X 90","Default Location","","2.0000"
"G.I. FLATWASHER 3/16 X 1/2","Default Location","","2.0000"
"G.I. FLATWASHER 3/8","Default Location","","5.0000"
"G.I. FLATWASHER 5/32 X 1/2","Default Location","","4.0000"
"G.I. NIPPLE 1/2 X 12""","Default Location","","1.0000"
"G.I. NIPPLE 1/2 X 3""","Default Location","","2.0000"
"G.I. PIPE 6 X 1/2 NIPPLE","Default Location","","2.0000"
"G.I. REDUCER 3/4 X 1/2","Default Location","","1.0000"
"G.I. TEE 1/2""","Default Location","","1.0000"
"G.I. WIRE #16","Default Location","","25.0000"
"G.I. WIRE 3/16","Default Location","","24.0000"
"G.I.PIPE 2"" #20","Default Location","","1.0000"
"GAB1 REMJB02A JUNCTION BOX COVER 1.0mm","Default Location","","15.0000"
"GALAXY TAB LEATHER CASE WITH KEYBOARD","Default Location","","1.0000"
"GALVANIZED CABLE CLIP 5/8","Default Location","","32.0000"
"GALVANIZED STEEL WIRE ROPE 1/8","Default Location","","385.0000"
"GARBAGE BIN W/ COVER","Default Location","","43.0000"
"GARDEN HOSE 1/2""","Default Location","","1.0000"
"GARMIN GPSMAP 64SC SITESURVEY","Default Location","","1.0000"
"GARMIN NUVI 1365LM","Default Location","","1.0000"
"GAS RANGE REGULATOR HOSE","Default Location","","1.0000"
"GAS TORCH SLANT","Default Location","","1.0000"
"GATORADE BLUE BOLT 8 0Z","Default Location","","3.0000"
"GAZLITE TORCH KIT 230G","Default Location","","1.0000"
"GE DECT CE28512 BLACK","Default Location","","1.0000"
"GE DECT CE28512 WHITE","Default Location","","1.0000"
"GEFORCE GT430 4GB 128BIT PCI-E VIDEO CARD","Default Location","","-1.0000"
"GEMELINA WOOD 1 X 10 X 6","Default Location","","2.0000"
"GENERAL REQUIREMENTS","Default Location","","1.0000"
"GENIUS KB110","Default Location","","-2.0000"
"GENIUS NETSCROLL 120 PS2","Default Location","","9.0000"
"GEOVISION GV-FE2301","Default Location","","1.0000"
"GES 3W 12V","Default Location","","6.0000"
"GES 3W 220V","Default Location","","6.0000"
"GES 6W CORNTYPE","Default Location","","5.0000"
"GEVEY SIM","Default Location","","2.0000"
"GI COUPLING 1/2""","Default Location","","6.0000"
"GI FLAT WASHER 3/8 X 7/8","Default Location","","100.0000"
"GI FLAT WASHER 3/8""","Default Location","","500.0000"
"GI FLAT WASHER 5/32","Default Location","","20.0000"
"GI HOSE CLAMP 2""","Default Location","","5.0000"
"GI HOSE CLAMP 3""","Default Location","","-6.0000"
"GI HOSE CLAMP 4""","Default Location","","10.0000"
"GI NUT 1/4","Default Location","","600.0000"
"GI NUT 3/8","Default Location","","850.0000"
"GI PIPE 1-1/2 SCHED. 40","Default Location","","22.0000"
"GI PIPE SCHED. 40 3"" ","Default Location","","2.0000"
"GI WIRE # 10","Default Location","","-1.0000"
"GI WIRE # 12","Default Location","","2.0000"
"GI WIRE # 14","Default Location","","19.5000"
"GI WIRE # 16","Default Location","","63.2500"
"GI WIRE #16","Default Location","","3.0000"
"GIGA GA-H610M-K DDR4 MOTHERBOARD","Default Location","","11.0000"
"GIGA GEN3 GP-G325E1TB M.2 1TB SSD","Default Location","","1.0000"
"GIGABIT DUAL WAN VPN ROUTER","Default Location","","1.0000"
"GIGABIT WIFI ROUTER","Default Location","","-1.0000"
"GIGABYTE 240GB HD SSD  ","Default Location","","-1.0000"
"GIGABYTE G41MT-S2PT","Default Location","","1.0000"
"GIGABYTE GA-G41M-COMBO INTEL G41 LGA775 DDR3 MOTHERBOARD","Default Location","","-2.0000"
"GIGABYTE GA-H110M-H S1151 DDR4 MOTHERBOARD","Default Location","","2.0000"
"GIGABYTE GA-H310M-H-2.0 DDR4 ULTRA DURABLE MOTHERBOARD","Default Location","","2.0000"
"GIGABYTE GA-H61M-DS2 R3 S1155 AUDIO GIGALAN MOTHERBOARD","Default Location","","10.0000"
"GIGABYTE GA-H81M-DS2 S1150 AUDIO GIGALAN MOTHERBOARD","Default Location","","6.0000"
"GIGABYTE GEFORCE GTX1050","Default Location","","1.0000"
"GIGABYTE H61M-DS2 LGA1155 MOTHERBOARD","Default Location","","1.0000"
"GIGABYTE S-1200 GA-H510M-K  MOTHERBOARD","Default Location","","1.0000"
"GIGABYTE S-1200 MOTHERBOARD","Default Location","","-1.0000"
"GIGABYTE SSD SOLID STATE DRIVE 2.5 IN 240GB","Default Location","","3.0000"
"GIGABYTES GA-H310M-H-20 DDR4 ULTRA DURABLE MOTHERBOARD","Default Location","","-2.0000"
"GINDARA BLACK COD CHOICE CUT","Default Location","","0.5000"
"GINDARA TOFU","Default Location","","2.0000"
"GLADE AIR FRESHENER FLORAL 320M","Default Location","","17.0000"
"GLADE REF AIRCON FRESHENER","Default Location","","4.0000"
"GLASS FUSE 1A","Default Location","","5.0000"
"GLASS FUSE 4A","Default Location","","1.0000"
"GLASS FUSE 5A","Default Location","","2.0000"
"GLASS FUSE 8A","Default Location","","5.0000"
"GLOBAL TFM63","Default Location","","1.0000"
"GLOBAL TVY-26D","Default Location","","1.0000"
"GLOBE LTE MOBILE WIFI","Default Location","","1.0000"
"GLOBE TATTOO SONIC BROADBAND KIT 16GB","Default Location","","1.0000"
"GLUE 120 ML","Default Location","","31.0000"
"GLUE 120G","Default Location","","24.0000"
"GLUE GUN BIG","Default Location","","16.0000"
"GLUE GUN SMALL","Default Location","","4.0000"
"GLUE STICK BIG","Default Location","","49.0000"
"GLUE STICK SMALL","Default Location","","4.0000"
"GLUE STICK-EE 125G","Default Location","","12.0000"
"GMAX DUAL","Default Location","","2.0000"
"GMAX II","Default Location","","1.0000"
"GMAX MINI BLACK","Default Location","","1.0000"
"GMAX USB CHARGING CABLE","Default Location","","18.0000"
"GMKTEC M5 AMD RYZEN 16GB/512GB SSD","Default Location","","-1.0000"
"GMKtec NucBox M3 Mini PC | Intel Core i5-12450H | 16GB RAM | 512GB SSD | Intel UHD Graphics Xe G4 48EUs | Win11 Pro","Default Location","","3.0000"
"GOLDSOURCE AVR SVC-3000N STAVOL","Default Location","","2.0000"
"GOLDSOURCE AVR-2000W","Default Location","","1.0000"
"GOLDSOURCE AVR-5000W","Default Location","","1.0000"
"GOLDSOURCE EXTENSION WIRE","Default Location","","1.0000"
"GOLDSOURCE POWER SOCKET ","Default Location","","1.0000"
"GOLDSOURCE SVC-500N AVR 500WATTS","Default Location","","1.0000"
"GOOD LIFE NOODLES 1KG","Default Location","","20.0000"
"GOSTEN SALA SET DAVID","Default Location","","1.0000"
"GOURMET PESTO SAUCE 190G","Default Location","","1.0000"
"GOURMET ROBUSTA WHOLE BEANS 250G","Default Location","","58.0000"
"GPOS DINE IN POINT OF SALE (CASHIER/ORDERING/SERVER)","Default Location","","-3.0000"
"GRADE 3 PAD","Default Location","","6.0000"
"GRADING SHEET K12 ELEM","Default Location","","13.0000"
"GRANDSTREAM GRP2615 IP PHONE","Default Location","","1.0000"
"GRANDSTREAM GXP1630 IP PHONE","Default Location","","80.0000"
"GRAVEL","Default Location","","38.0000"
"GRAY CABLE CLIP ROUND 7mm","Default Location","","2.0000"
"GREASE","Default Location","","1.0000"
"GREASE PROOF PAPER","Default Location","","1.0000"
"GREEN CROSS ALCOHOL 150ML","Default Location","","35.0000"
"GREEN CROSS ALCOHOL 40","Default Location","","12.0000"
"GREEN CROSS ALCOHOL 70","Default Location","","-4.0000"
"GREEN MOBILE GM50","Default Location","","1.0000"
"GREEN PEAS ","Default Location","","1400.0000"
"GRINDING DISK","Default Location","","6.0000"
"GRINDING STONE 4""","Default Location","","2.0000"
"GRIP ANCHOR 1/2""","Default Location","","60.0000"
"GRIP ANCHOR 1/4","Default Location","","100.0000"
"GRIP ANCHOR 1/4""","Default Location","","2200.0000"
"GRIP ANCHOR 3/8""","Default Location","","1876.0000"
"GRIP ANCHOR 5/16","Default Location","","600.0000"
"GROUND CLAMP COPPER 5/8","Default Location","","17.0000"
"GROUND ROD STEEL","Default Location","","27.0000"
"GSAN GS-1695 BARCODE SCANNER W/ STAND BLACK","Default Location","","1.0000"
"GSAN GS-405 DRAWER","Default Location","","3.0000"
"GSKILL DDR3-1333 SODIMM 2GB","Default Location","","-1.0000"
"GSKILL DDR3-1333 SODIMM 4GB","Default Location","","-1.0000"
"GSM 900 REPEATER AS-G2","Default Location","","-1.0000"
"GSM MODULE","Default Location","","15.0000"
"GSM REPEATER ADAPTOR ","Default Location","","1.0000"
"GUY CLAMP STRAIGHT 3 BOLT","Default Location","","18.0000"
"GYPSUM SCREW 1""","Default Location","","230.0000"
"GYPSUM SCREW 1-1/2","Default Location","","1.0000"
"GYPSUM SCREW STEEL 6"" X 1-1/2","Default Location","","100.0000"
"H BLADE","Default Location","","1.0000"
"HAC-HDW2231EMN","Default Location","","14.0000"
"HAC-HDW2231SN","Default Location","","2.0000"
"HAC-HFW2221DN","Default Location","","1.0000"
"HAC-HFW2231DN","Default Location","","1.0000"
"HAC-HFW2231RN-Z-IRE6","Default Location","","1.0000"
"HAC-HFW2231SN","Default Location","","5.0000"
"HAC-HFW2231SN-0360B","Default Location","","12.0000"
"HACK SAW BLADE","Default Location","","8.0000"
"HACKSAW BLADE","Default Location","","35.0000"
"hacksaw frame","Default Location","","1.0000"
"HAKAW","Default Location","","4.0000"
"HALLO BELL 10""","Default Location","","3.0000"
"HALLUX MERCURY BULB 500W","Default Location","","1.0000"
"HAMMER WITH WOODEN HANDLE AND CLAW CRESTON","Default Location","","1.0000"
"HAND GLOVES COTTON W/ SOAKING RUBBER ORANGE","Default Location","","7.0000"
"HAND RIVETER REVOLVING ","Default Location","","2.0000"
"HANLONG CRIMPING TOOL HT-568","Default Location","","2.0000"
"HARD COPY S20 COPY PAPER LONG","Default Location","","35.0000"
"HARD DISK COOLER","Default Location","","6.0000"
"HARD DRIVE SATA 1TB SG SI1000DM010 7200 RP","Default Location","","1.0000"
"HARD HAT","Default Location","","2.0000"
"HBW 2000 BALLPEN BLK","Default Location","","98.0000"
"HBW 2000 BALLPEN BLK BOX","Default Location","","3.0000"
"HBW 2000 BALLPEN RED","Default Location","","72.0000"
"HBW MATRIX BALLPEN BLK","Default Location","","173.0000"
"HBW MATRIX BALLPEN BLUE","Default Location","","52.0000"
"HBW MATRIX BALLPEN RED","Default Location","","23.0000"
"HBW STAPLER # 10","Default Location","","35.0000"
"HBW WHITEBOARD MARKER BLK","Default Location","","20.0000"
"HCVR 5216A-S3 ","Default Location","","-1.0000"
"HCVR5832S-S2 32CH DVR","Default Location","","1.0000"
"HCVR7216A-S3","Default Location","","1.0000"
"HD PE PIPE 1/2","Default Location","","60.0000"
"HDBW3300N 3MP INDOOR SURVEILLANCE CAMERA","Default Location","","2.0000"
"HDCVI 7207 DVR","Default Location","","1.0000"
"HDMI CABLE 1.3M","Default Location","","2.0000"
"HDMI CABLE 1.5M","Default Location","","-1.0000"
"HDMI CABLE 1.8M","Default Location","","-1.0000"
"HDMI CABLE 10M","Default Location","","1.0000"
"HDMI CABLE 15M","Default Location","","2.0000"
"HDMI CABLE 20M","Default Location","","1.0000"
"HDMI CABLE 3M","Default Location","","2.0000"
"HDMI CABLE 5M","Default Location","","6.0000"
"HDMI EXTENDER","Default Location","","-3.0000"
"HDMI EXTENDER CAT5e 6 60m ","Default Location","","-1.0000"
"HDMI EXTENDER RJ45","Default Location","","-4.0000"
"HDMI EXTENDER USB CONVERTER","Default Location","","-1.0000"
"HDMI HIGH-SPEED 10M BLACK AND RED CABLE","Default Location","","1.0000"
"HDMI SPLITTER 1:2","Default Location","","1.0000"
"HDMI TO VGA ADAPTER","Default Location","","6.0000"
"HDW1230SN SURVEILLANCE CAMERA","Default Location","","3.0000"
"HDW2231EMN","Default Location","","-14.0000"
"HDW2231SN","Default Location","","1.0000"
"HDW2231SN SURVEILLANCE CAMERA","Default Location","","3.0000"
"HE BATTERY 6-FRI-1009","Default Location","","1.0000"
"HEADPHONE","Default Location","","-8.0000"
"HEATSINK COPPER 15 X 15 X 1MM ","Default Location","","6.0000"
"HEATSINK W/ SELF ADHESIVE FOR THE SINGLE BOARD COMOUTER ALUMINUM","Default Location","","9.0000"
"HEAVY DUTY STAPLER #35","Default Location","","10.0000"
"HELLO KITTY PINK","Default Location","","-423.0000"
"HELLO KITTY VIOLET","Default Location","","-225.0000"
"HERCULES RAINSUIT #2000","Default Location","","6.0000"
"HERTZ AVR 1500 WATTS","Default Location","","1.0000"
"HERTZ AVR SVC-500","Default Location","","-1.0000"
"HEX CAPSCREW STAINLESS 3/16""","Default Location","","5.0000"
"HEX NUT STAINLESS 3/16""","Default Location","","5.0000"
"HFW2221DN 2MP IR BULLET CAMERA","Default Location","","13.0000"
"HFW2221RN-Z-IRE6 2MP MOTORIZED ZOOM CAMERA","Default Location","","4.0000"
"HFW2231DN","Default Location","","4.0000"
"HFW2231RN-Z-IRE6","Default Location","","-2.0000"
"HFW2231SN 2MP IR BULLET CAMERA","Default Location","","1.0000"
"HFW2241EN-A","Default Location","","1.0000"
"HFW2241TN-Z-A","Default Location","","1.0000"
"HFW3200CN OUTDOOR IP CAMERA 2MP","Default Location","","1.0000"
"HIK VISION DS-2CD2045FWD-I SURVEILLANCE CAMERA","Default Location","","5.0000"
"HIK VISION DS-2CD2142FWD-I CAMERA","Default Location","","12.0000"
"HIK VISION DS-2CD2642FWD-IS SURVEILLANCE CAMERA","Default Location","","13.0000"
"HIK VISION DS-2CD2643G1-IZS SURVEILLANCE CAMERA","Default Location","","2.0000"
"HIK VISION DS-2CD2T46G1-21","Default Location","","5.0000"
"HIK VISION DS-7608NI-Q1/8P(D) NVR WITH POE SWITCH","Default Location","","1.0000"
"HIK VISION DS-7716NI/16P DVR","Default Location","","1.0000"
"HIK VISION DS-9632N1-18 SURVEILLANCE CAMERA","Default Location","","1.0000"
"HIK VISION IPC TESTER ","Default Location","","1.0000"
"HIKVISION DS-2CD2367G2P-LSU/SL(C)(2.8) EasyIP 4.0 ColorVu & AcuSense Strobe Light and Audible Warning","Default Location","","3.0000"
"HIKVISION DS-2CD2T42WD-I8 CAMERA","Default Location","","2.0000"
"HIKVISION DS-2CE56D0T-IRMMF TURBO HD CAMERA","Default Location","","26.0000"
"HIKVISION DS-7208HGHI-K1 DVR","Default Location","","1.0000"
"HIKVISION DS-7208HUHI-F2-S TURBO HD DVR","Default Location","","7.0000"
"HIKVISION DS-7732NI-I4/16P NVR","Default Location","","1.0000"
"HIKVISION HWI-B140H(C)(2.8) 4MP MINI BULLET CAMERA","Default Location","","6.0000"
"HIKVISION IPC-PTZ CAMERA","Default Location","","1.0000"
"HIKVISSION DS-2CD2367G2-LU CAMERA","Default Location","","3.0000"
